resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,round,circuitId,date,dob,nationality,name,country,driver_age,finished,points_scored
2797,151,44,16,9.0,11,,R,21,0.0,0,,,,,,,4,2001,11,9,2001-07-15,1966-09-02,French,BAR,UK,34.86652977412731,0,0.0
2798,151,58,18,20.0,0,,F,22,0.0,0,,,,,,,77,2001,11,9,2001-07-15,1976-01-19,Brazilian,Minardi,UK,25.48665297741273,0,0.0
2799,152,23,3,5.0,2,1,1,1,10.0,45,1:18:17.873,4697873.0,,,,,1,2001,12,10,2001-07-29,1975-06-30,German,Williams,Germany,26.080766598220396,1,10.0
2800,152,22,6,2.0,6,2,2,2,6.0,45,+46.117,4743990.0,,,,,1,2001,12,10,2001-07-29,1972-05-23,Brazilian,Ferrari,Germany,29.182751540041068,1,6.0
2801,152,35,16,10.0,12,3,3,3,4.0,45,+1:02.806,4760679.0,,,,,1,2001,12,10,2001-07-29,1971-04-09,Canadian,BAR,Germany,30.305270362765228,1,4.0
2802,152,21,22,7.0,17,4,4,4,3.0,45,+1:03.477,4761350.0,,,,,1,2001,12,10,2001-07-29,1973-01-14,Italian,Benetton,Germany,28.536618754277892,1,3.0
2803,152,18,22,8.0,18,5,5,5,2.0,45,+1:05.454,4763327.0,,,,,1,2001,12,10,2001-07-29,1980-01-19,British,Benetton,Germany,21.52498288843258,1,2.0
2804,152,55,20,22.0,14,6,6,6,1.0,45,+1:05.950,4763823.0,,,,,1,2001,12,10,2001-07-29,1964-06-11,French,Prost,Germany,37.13073237508556,1,1.0
2805,152,44,16,9.0,13,7,7,7,0.0,45,+1:17.527,4775400.0,,,,,1,2001,12,10,2001-07-29,1966-09-02,French,BAR,Germany,34.90485968514716,1,0.0
2806,152,59,21,15.0,19,8,8,8,0.0,44,,,,,,,11,2001,12,10,2001-07-29,1978-10-19,Brazilian,Arrows,Germany,22.77618069815195,1,0.0
2807,152,50,21,14.0,20,9,9,9,0.0,44,,,,,,,11,2001,12,10,2001-07-29,1972-03-04,Dutch,Arrows,Germany,29.401779603011637,1,0.0
2808,152,4,18,21.0,21,10,10,10,0.0,44,,,,,,,11,2001,12,10,2001-07-29,1981-07-29,Spanish,Minardi,Germany,20.0,1,0.0
2809,152,15,17,12.0,10,,R,11,0.0,34,,,,,,,9,2001,12,10,2001-07-29,1974-07-13,Italian,Jordan,Germany,27.044490075290895,0,0.0
2810,152,14,1,4.0,5,,R,12,0.0,27,,,,,,,5,2001,12,10,2001-07-29,1971-03-27,British,McLaren,Germany,30.340862422997947,0,0.0
2811,152,58,18,20.0,22,,R,13,0.0,26,,,,,,,6,2001,12,10,2001-07-29,1976-01-19,Brazilian,Minardi,Germany,25.52498288843258,0,0.0
2812,152,31,3,6.0,1,,R,14,0.0,24,,,,,,,5,2001,12,10,2001-07-29,1975-09-20,Colombian,Williams,Germany,25.856262833675565,0,0.0
2813,152,30,6,1.0,4,,R,15,0.0,23,,,,,,,32,2001,12,10,2001-07-29,1969-01-03,German,Ferrari,Germany,32.56673511293634,0,0.0
2814,152,54,20,23.0,16,,R,16,0.0,23,,,,,,,20,2001,12,10,2001-07-29,1975-03-05,Brazilian,Prost,Germany,26.401095140314855,0,0.0
2815,152,8,15,17.0,8,,R,17,0.0,16,,,,,,,86,2001,12,10,2001-07-29,1979-10-17,Finnish,Sauber,Germany,21.782340862423,0,0.0
2816,152,56,19,18.0,11,,R,18,0.0,16,,,,,,,32,2001,12,10,2001-07-29,1965-11-10,British,Jaguar,Germany,35.715263518138265,0,0.0
2817,152,57,1,3.0,3,,R,19,0.0,13,,,,,,,5,2001,12,10,2001-07-29,1968-09-28,Finnish,McLaren,Germany,32.832306639288156,0,0.0
2818,152,41,17,11.0,15,,R,20,0.0,7,,,,,,,4,2001,12,10,2001-07-29,1976-03-23,Brazilian,Jordan,Germany,25.349760438056126,0,0.0
2819,152,2,15,16.0,7,,R,21,0.0,0,,,,,,,4,2001,12,10,2001-07-29,1977-05-10,German,Sauber,Germany,24.21902806297057,0,0.0
2820,152,37,19,19.0,9,,R,22,0.0,0,,,,,,,4,2001,12,10,2001-07-29,1971-02-24,Spanish,Jaguar,Germany,30.425735797399042,0,0.0
2821,153,30,6,1.0,1,1,1,1,10.0,77,1:41:49.675,6109675.0,,,,,1,2001,13,11,2001-08-19,1969-01-03,German,Ferrari,Hungary,32.62422997946612,1,10.0
2822,153,22,6,2.0,3,2,2,2,6.0,77,+3.363,6113038.0,,,,,1,2001,13,11,2001-08-19,1972-05-23,Brazilian,Ferrari,Hungary,29.240246406570844,1,6.0
2823,153,14,1,4.0,2,3,3,3,4.0,77,+3.940,6113615.0,,,,,1,2001,13,11,2001-08-19,1971-03-27,British,McLaren,Hungary,30.39835728952772,1,4.0
2824,153,23,3,5.0,4,4,4,4,3.0,77,+49.687,6159362.0,,,,,1,2001,13,11,2001-08-19,1975-06-30,German,Williams,Hungary,26.138261464750173,1,3.0
2825,153,57,1,3.0,6,5,5,5,2.0,77,+1:10.293,6179968.0,,,,,1,2001,13,11,2001-08-19,1968-09-28,Finnish,McLaren,Hungary,32.889801505817935,1,2.0
2826,153,2,15,16.0,7,6,6,6,1.0,76,,,,,,,11,2001,13,11,2001-08-19,1977-05-10,German,Sauber,Hungary,24.27652292950034,1,1.0
2827,153,8,15,17.0,9,7,7,7,0.0,76,,,,,,,11,2001,13,11,2001-08-19,1979-10-17,Finnish,Sauber,Hungary,21.83983572895277,1,0.0
2828,153,31,3,6.0,8,8,8,8,0.0,76,,,,,,,11,2001,13,11,2001-08-19,1975-09-20,Colombian,Williams,Hungary,25.913757700205338,1,0.0
2829,153,35,16,10.0,10,9,9,9,0.0,75,,,,,,,12,2001,13,11,2001-08-19,1971-04-09,Canadian,BAR,Hungary,30.362765229295004,1,0.0
2830,153,55,17,12.0,12,10,10,10,0.0,75,,,,,,,12,2001,13,11,2001-08-19,1964-06-11,French,Jordan,Hungary,37.18822724161533,1,0.0
2831,153,37,19,19.0,13,11,11,11,0.0,75,,,,,,,12,2001,13,11,2001-08-19,1971-02-24,Spanish,Jaguar,Hungary,30.483230663928815,1,0.0
2832,153,50,21,14.0,21,12,12,12,0.0,74,,,,,,,13,2001,13,11,2001-08-19,1972-03-04,Dutch,Arrows,Hungary,29.45927446954141,1,0.0
2833,153,21,22,7.0,15,,R,13,0.0,67,,,,,,,5,2001,13,11,2001-08-19,1973-01-14,Italian,Benetton,Hungary,28.594113620807665,0,0.0
2834,153,49,20,22.0,16,,R,14,0.0,63,,,,,,,20,2001,13,11,2001-08-19,1967-05-18,German,Prost,Hungary,34.25598904859685,0,0.0
2835,153,58,18,20.0,22,,R,15,0.0,63,,,,,,,51,2001,13,11,2001-08-19,1976-01-19,Brazilian,Minardi,Hungary,25.582477754962355,0,0.0
2836,153,44,16,9.0,11,,R,16,0.0,58,,,,,,,10,2001,13,11,2001-08-19,1966-09-02,French,BAR,Hungary,34.96235455167693,0,0.0
2837,153,15,17,11.0,5,,R,17,0.0,53,,,,,,,9,2001,13,11,2001-08-19,1974-07-13,Italian,Jordan,Hungary,27.10198494182067,0,0.0
2838,153,4,18,21.0,18,,R,18,0.0,37,,,,,,,23,2001,13,11,2001-08-19,1981-07-29,Spanish,Minardi,Hungary,20.057494866529773,0,0.0
2839,153,18,22,8.0,17,,R,19,0.0,34,,,,,,,20,2001,13,11,2001-08-19,1980-01-19,British,Benetton,Hungary,21.582477754962355,0,0.0
2840,153,59,21,15.0,20,,R,20,0.0,11,,,,,,,20,2001,13,11,2001-08-19,1978-10-19,Brazilian,Arrows,Hungary,22.833675564681723,0,0.0
2841,153,54,20,23.0,19,,R,21,0.0,8,,,,,,,20,2001,13,11,2001-08-19,1975-03-05,Brazilian,Prost,Hungary,26.458590006844627,0,0.0
2842,153,56,19,18.0,14,,R,22,0.0,0,,,,,,,20,2001,13,11,2001-08-19,1965-11-10,British,Jaguar,Hungary,35.77275838466804,0,0.0
2843,154,30,6,1.0,3,1,1,1,10.0,36,1:08:05.002,4085002.0,,,,,1,2001,14,13,2001-09-02,1969-01-03,German,Ferrari,Belgium,32.662559890485966,1,10.0
2844,154,14,1,4.0,9,2,2,2,6.0,36,+10.098,4095100.0,,,,,1,2001,14,13,2001-09-02,1971-03-27,British,McLaren,Belgium,30.43668720054757,1,6.0
2845,154,21,22,7.0,8,3,3,3,4.0,36,+27.742,4112744.0,,,,,1,2001,14,13,2001-09-02,1973-01-14,Italian,Benetton,Belgium,28.632443531827516,1,4.0
2846,154,57,1,3.0,7,4,4,4,3.0,36,+36.087,4121089.0,,,,,1,2001,14,13,2001-09-02,1968-09-28,Finnish,McLaren,Belgium,32.92813141683778,1,3.0
2847,154,22,6,2.0,5,5,5,5,2.0,36,+54.521,4139523.0,,,,,1,2001,14,13,2001-09-02,1972-05-23,Brazilian,Ferrari,Belgium,29.27857631759069,1,2.0
2848,154,55,17,12.0,13,6,6,6,1.0,36,+59.684,4144686.0,,,,,1,2001,14,13,2001-09-02,1964-06-11,French,Jordan,Belgium,37.22655715263518,1,1.0
2849,154,23,3,5.0,2,7,7,7,0.0,36,+59.986,4144988.0,,,,,1,2001,14,13,2001-09-02,1975-06-30,German,Williams,Belgium,26.17659137577002,1,0.0
2850,154,35,16,10.0,6,8,8,8,0.0,36,+1:04.970,4149972.0,,,,,1,2001,14,13,2001-09-02,1971-04-09,Canadian,BAR,Belgium,30.401095140314855,1,0.0
2851,154,49,20,22.0,4,9,9,9,0.0,35,,,,,,,11,2001,14,13,2001-09-02,1967-05-18,German,Prost,Belgium,34.2943189596167,1,0.0
2852,154,50,21,14.0,19,10,10,10,0.0,35,,,,,,,11,2001,14,13,2001-09-02,1972-03-04,Dutch,Arrows,Belgium,29.49760438056126,1,0.0
2853,154,44,16,9.0,11,11,11,11,0.0,35,,,,,,,11,2001,14,13,2001-09-02,1966-09-02,French,BAR,Belgium,35.00068446269678,1,0.0
2854,154,59,21,15.0,21,12,12,12,0.0,35,,,,,,,11,2001,14,13,2001-09-02,1978-10-19,Brazilian,Arrows,Belgium,22.872005475701574,1,0.0
2855,154,58,18,20.0,22,13,13,13,0.0,31,,,,,,,15,2001,14,13,2001-09-02,1976-01-19,Brazilian,Minardi,Belgium,25.620807665982205,1,0.0
2856,154,15,17,11.0,16,,R,14,0.0,31,,,,,,,5,2001,14,13,2001-09-02,1974-07-13,Italian,Jordan,Belgium,27.140314852840522,0,0.0
2857,154,18,22,8.0,15,,R,15,0.0,17,,,,,,,20,2001,14,13,2001-09-02,1980-01-19,British,Benetton,Belgium,21.620807665982205,0,0.0
2858,154,31,3,6.0,1,,R,16,0.0,1,,,,,,,5,2001,14,13,2001-09-02,1975-09-20,Colombian,Williams,Belgium,25.95208761122519,0,0.0
2859,154,37,19,19.0,10,,R,17,0.0,1,,,,,,,4,2001,14,13,2001-09-02,1971-02-24,Spanish,Jaguar,Belgium,30.521560574948666,0,0.0
2860,154,2,15,16.0,14,,R,18,0.0,0,,,,,,,4,2001,14,13,2001-09-02,1977-05-10,German,Sauber,Belgium,24.314852840520192,0,0.0
2861,154,8,15,17.0,12,,R,19,0.0,0,,,,,,,7,2001,14,13,2001-09-02,1979-10-17,Finnish,Sauber,Belgium,21.87816563997262,0,0.0
2862,154,56,19,18.0,17,,R,20,0.0,0,,,,,,,4,2001,14,13,2001-09-02,1965-11-10,British,Jaguar,Belgium,35.81108829568789,0,0.0
2863,154,54,20,23.0,18,,R,21,0.0,0,,,,,,,4,2001,14,13,2001-09-02,1975-03-05,Brazilian,Prost,Belgium,26.496919917864478,0,0.0
2864,154,4,18,21.0,20,,R,22,0.0,0,,,,,,,6,2001,14,13,2001-09-02,1981-07-29,Spanish,Minardi,Belgium,20.095824777549623,0,0.0
2865,155,31,3,6.0,1,1,1,1,10.0,53,1:16:58.493,4618493.0,,,,,1,2001,15,14,2001-09-16,1975-09-20,Colombian,Williams,Italy,25.99041752224504,1,10.0
2866,155,22,6,2.0,2,2,2,2,6.0,53,+5.175,4623668.0,,,,,1,2001,15,14,2001-09-16,1972-05-23,Brazilian,Ferrari,Italy,29.31690622861054,1,6.0
2867,155,23,3,5.0,4,3,3,3,4.0,53,+17.335,4635828.0,,,,,1,2001,15,14,2001-09-16,1975-06-30,German,Williams,Italy,26.21492128678987,1,4.0
2868,155,30,6,1.0,3,4,4,4,3.0,53,+24.991,4643484.0,,,,,1,2001,15,14,2001-09-16,1969-01-03,German,Ferrari,Italy,32.70088980150582,1,3.0
2869,155,37,19,19.0,10,5,5,5,2.0,53,+1:14.984,4693477.0,,,,,1,2001,15,14,2001-09-16,1971-02-24,Spanish,Jaguar,Italy,30.559890485968516,1,2.0
2870,155,35,16,10.0,15,6,6,6,1.0,53,+1:22.469,4700962.0,,,,,1,2001,15,14,2001-09-16,1971-04-09,Canadian,BAR,Italy,30.439425051334702,1,1.0
2871,155,8,15,17.0,9,7,7,7,0.0,53,+1:23.107,4701600.0,,,,,1,2001,15,14,2001-09-16,1979-10-17,Finnish,Sauber,Italy,21.916495550992472,1,0.0
2872,155,55,17,12.0,16,8,8,8,0.0,52,,,,,,,11,2001,15,14,2001-09-16,1964-06-11,French,Jordan,Italy,37.26488706365503,1,0.0
2873,155,44,16,9.0,17,9,9,9,0.0,52,,,,,,,11,2001,15,14,2001-09-16,1966-09-02,French,BAR,Italy,35.03901437371663,1,0.0
2874,155,21,22,7.0,14,10,10,10,0.0,52,,,,,,,11,2001,15,14,2001-09-16,1973-01-14,Italian,Benetton,Italy,28.670773442847366,1,0.0
2875,155,2,15,16.0,8,11,11,11,0.0,52,,,,,,,11,2001,15,14,2001-09-16,1977-05-10,German,Sauber,Italy,24.35318275154004,1,0.0
2876,155,61,20,23.0,20,12,12,12,0.0,52,,,,,,,11,2001,15,14,2001-09-16,1976-09-11,Czech,Prost,Italy,25.013004791238878,1,0.0
2877,155,4,18,21.0,21,13,13,13,0.0,51,,,,,,,12,2001,15,14,2001-09-16,1981-07-29,Spanish,Minardi,Italy,20.134154688569474,1,0.0
2878,155,59,21,15.0,18,,R,14,0.0,46,,,,,,,87,2001,15,14,2001-09-16,1978-10-19,Brazilian,Arrows,Italy,22.910335386721425,0,0.0
2879,155,62,18,20.0,22,,R,15,0.0,44,,,,,,,20,2001,15,14,2001-09-16,1976-07-20,Malaysian,Minardi,Italy,25.15811088295688,0,0.0
2880,155,49,20,22.0,12,,R,16,0.0,28,,,,,,,6,2001,15,14,2001-09-16,1967-05-18,German,Prost,Italy,34.332648870636554,0,0.0
2881,155,50,21,14.0,19,,R,17,0.0,25,,,,,,,32,2001,15,14,2001-09-16,1972-03-04,Dutch,Arrows,Italy,29.53593429158111,0,0.0
2882,155,57,1,3.0,7,,R,18,0.0,19,,,,,,,6,2001,15,14,2001-09-16,1968-09-28,Finnish,McLaren,Italy,32.96646132785763,0,0.0
2883,155,56,19,18.0,13,,R,19,0.0,14,,,,,,,5,2001,15,14,2001-09-16,1965-11-10,British,Jaguar,Italy,35.84941820670773,0,0.0
2884,155,14,1,4.0,6,,R,20,0.0,6,,,,,,,5,2001,15,14,2001-09-16,1971-03-27,British,McLaren,Italy,30.47501711156742,0,0.0
2885,155,18,22,8.0,11,,R,21,0.0,4,,,,,,,5,2001,15,14,2001-09-16,1980-01-19,British,Benetton,Italy,21.659137577002053,0,0.0
2886,155,15,17,11.0,5,,R,22,0.0,0,,,,,,,4,2001,15,14,2001-09-16,1974-07-13,Italian,Jordan,Italy,27.17864476386037,0,0.0
2887,156,57,1,3.0,4,1,1,1,10.0,73,1:32:42.840,5562840.0,,,,,1,2001,16,19,2001-09-30,1968-09-28,Finnish,McLaren,USA,33.00479123887748,1,10.0
2888,156,30,6,1.0,1,2,2,2,6.0,73,+11.046,5573886.0,,,,,1,2001,16,19,2001-09-30,1969-01-03,German,Ferrari,USA,32.73921971252567,1,6.0
2889,156,14,1,4.0,7,3,3,3,4.0,73,+12.043,5574883.0,,,,,1,2001,16,19,2001-09-30,1971-03-27,British,McLaren,USA,30.51334702258727,1,4.0
2890,156,15,17,11.0,8,4,4,4,3.0,73,+57.423,5620263.0,,,,,1,2001,16,19,2001-09-30,1974-07-13,Italian,Jordan,USA,27.21697467488022,1,3.0
2891,156,56,19,18.0,14,5,5,5,2.0,73,+1:12.434,5635274.0,,,,,1,2001,16,19,2001-09-30,1965-11-10,British,Jaguar,USA,35.88774811772758,1,2.0
2892,156,2,15,16.0,6,6,6,6,1.0,73,+1:12.996,5635836.0,,,,,1,2001,16,19,2001-09-30,1977-05-10,German,Sauber,USA,24.39151266255989,1,1.0
2893,156,55,17,12.0,9,7,7,7,0.0,72,,,,,,,11,2001,16,19,2001-09-30,1964-06-11,French,Jordan,USA,37.30321697467488,1,0.0
2894,156,21,22,7.0,12,8,8,8,0.0,72,,,,,,,11,2001,16,19,2001-09-30,1973-01-14,Italian,Benetton,USA,28.709103353867214,1,0.0
2895,156,18,22,8.0,10,9,9,9,0.0,72,,,,,,,11,2001,16,19,2001-09-30,1980-01-19,British,Benetton,USA,21.697467488021903,1,0.0
2896,156,49,20,22.0,15,10,10,10,0.0,72,,,,,,,11,2001,16,19,2001-09-30,1967-05-18,German,Prost,USA,34.3709787816564,1,0.0
2897,156,44,16,9.0,13,11,11,11,0.0,72,,,,,,,11,2001,16,19,2001-09-30,1966-09-02,French,BAR,USA,35.07734428473648,1,0.0
2898,156,37,19,19.0,16,12,12,12,0.0,72,,,,,,,11,2001,16,19,2001-09-30,1971-02-24,Spanish,Jaguar,USA,30.598220396988363,1,0.0
2899,156,59,21,15.0,19,13,13,13,0.0,72,,,,,,,11,2001,16,19,2001-09-30,1978-10-19,Brazilian,Arrows,USA,22.94866529774127,1,0.0
2900,156,61,20,23.0,21,14,14,14,0.0,72,,,,,,,11,2001,16,19,2001-09-30,1976-09-11,Czech,Prost,USA,25.05133470225873,1,0.0
2901,156,22,6,2.0,5,15,15,15,0.0,71,,,,,,,5,2001,16,19,2001-09-30,1972-05-23,Brazilian,Ferrari,USA,29.35523613963039,1,0.0
2902,156,35,16,10.0,18,,R,16,0.0,45,,,,,,,22,2001,16,19,2001-09-30,1971-04-09,Canadian,BAR,USA,30.477754962354553,0,0.0
2903,156,50,21,14.0,20,,R,17,0.0,44,,,,,,,5,2001,16,19,2001-09-30,1972-03-04,Dutch,Arrows,USA,29.574264202600958,0,0.0
2904,156,31,3,6.0,3,,R,18,0.0,38,,,,,,,9,2001,16,19,2001-09-30,1975-09-20,Colombian,Williams,USA,26.028747433264886,0,0.0
2905,156,62,18,20.0,22,,R,19,0.0,38,,,,,,,6,2001,16,19,2001-09-30,1976-07-20,Malaysian,Minardi,USA,25.196440793976727,0,0.0
2906,156,23,3,5.0,2,,R,20,0.0,36,,,,,,,20,2001,16,19,2001-09-30,1975-06-30,German,Williams,USA,26.253251197809718,0,0.0
2907,156,4,18,21.0,17,,R,21,0.0,36,,,,,,,30,2001,16,19,2001-09-30,1981-07-29,Spanish,Minardi,USA,20.17248459958932,0,0.0
2908,156,8,15,17.0,11,,R,22,0.0,2,,,,,,,30,2001,16,19,2001-09-30,1979-10-17,Finnish,Sauber,USA,21.95482546201232,0,0.0
2909,157,30,6,1.0,1,1,1,1,10.0,53,1:27:33.298,5253298.0,,,,,1,2001,17,22,2001-10-14,1969-01-03,German,Ferrari,Japan,32.77754962354552,1,10.0
2910,157,31,3,6.0,2,2,2,2,6.0,53,+3.154,5256452.0,,,,,1,2001,17,22,2001-10-14,1975-09-20,Colombian,Williams,Japan,26.067077344284737,1,6.0
2911,157,14,1,4.0,7,3,3,3,4.0,53,+23.262,5276560.0,,,,,1,2001,17,22,2001-10-14,1971-03-27,British,McLaren,Japan,30.55167693360712,1,4.0
2912,157,57,1,3.0,5,4,4,4,3.0,53,+35.539,5288837.0,,,,,1,2001,17,22,2001-10-14,1968-09-28,Finnish,McLaren,Japan,33.04312114989733,1,3.0
2913,157,22,6,2.0,4,5,5,5,2.0,53,+36.544,5289842.0,,,,,1,2001,17,22,2001-10-14,1972-05-23,Brazilian,Ferrari,Japan,29.39356605065024,1,2.0
2914,157,23,3,5.0,3,6,6,6,1.0,53,+37.122,5290420.0,,,,,1,2001,17,22,2001-10-14,1975-06-30,German,Williams,Japan,26.29158110882957,1,1.0
2915,157,18,22,8.0,9,7,7,7,0.0,53,+1:37.102,5350400.0,,,,,1,2001,17,22,2001-10-14,1980-01-19,British,Benetton,Japan,21.73579739904175,1,0.0
2916,157,15,17,11.0,8,8,8,8,0.0,52,,,,,,,11,2001,17,22,2001-10-14,1974-07-13,Italian,Jordan,Japan,27.255304585900067,1,0.0
2917,157,2,15,16.0,10,9,9,9,0.0,52,,,,,,,11,2001,17,22,2001-10-14,1977-05-10,German,Sauber,Japan,24.42984257357974,1,0.0
2918,157,35,16,10.0,14,10,10,10,0.0,52,,,,,,,11,2001,17,22,2001-10-14,1971-04-09,Canadian,BAR,Japan,30.5160848733744,1,0.0
2919,157,4,18,21.0,18,11,11,11,0.0,52,,,,,,,11,2001,17,22,2001-10-14,1981-07-29,Spanish,Minardi,Japan,20.210814510609172,1,0.0
2920,157,49,20,22.0,15,12,12,12,0.0,52,,,,,,,11,2001,17,22,2001-10-14,1967-05-18,German,Prost,Japan,34.40930869267625,1,0.0
2921,157,44,16,9.0,17,13,13,13,0.0,51,,,,,,,12,2001,17,22,2001-10-14,1966-09-02,French,BAR,Japan,35.115674195756334,1,0.0
2922,157,59,21,15.0,20,14,14,14,0.0,51,,,,,,,12,2001,17,22,2001-10-14,1978-10-19,Brazilian,Arrows,Japan,22.986995208761122,1,0.0
2923,157,50,21,14.0,21,15,15,15,0.0,51,,,,,,,12,2001,17,22,2001-10-14,1972-03-04,Dutch,Arrows,Japan,29.61259411362081,1,0.0
2924,157,62,18,20.0,22,16,16,16,0.0,50,,,,,,,13,2001,17,22,2001-10-14,1976-07-20,Malaysian,Minardi,Japan,25.234770704996578,1,0.0
2925,157,21,22,7.0,6,17,17,17,0.0,47,,,,,,,6,2001,17,22,2001-10-14,1973-01-14,Italian,Benetton,Japan,28.747433264887064,1,0.0
2926,157,37,19,19.0,16,,R,18,0.0,45,,,,,,,44,2001,17,22,2001-10-14,1971-02-24,Spanish,Jaguar,Japan,30.636550308008214,0,0.0
2927,157,61,20,23.0,19,,R,19,0.0,42,,,,,,,23,2001,17,22,2001-10-14,1976-09-11,Czech,Prost,Japan,25.089664613278575,0,0.0
2928,157,56,19,18.0,13,,R,20,0.0,24,,,,,,,71,2001,17,22,2001-10-14,1965-11-10,British,Jaguar,Japan,35.92607802874743,0,0.0
2929,157,8,15,17.0,12,,R,21,0.0,5,,,,,,,4,2001,17,22,2001-10-14,1979-10-17,Finnish,Sauber,Japan,21.99315537303217,0,0.0
2930,157,55,17,12.0,11,,R,22,0.0,5,,,,,,,4,2001,17,22,2001-10-14,1964-06-11,French,Jordan,Japan,37.34154688569473,0,0.0
2931,158,30,6,3.0,3,1,1,1,10.0,58,1:34:01.987,5641987.0,,,,,1,2000,1,1,2000-03-12,1969-01-03,German,Ferrari,Australia,31.186858316221766,1,10.0
2932,158,22,6,4.0,4,2,2,2,6.0,58,+11.415,5653402.0,,,,,1,2000,1,1,2000-03-12,1972-05-23,Brazilian,Ferrari,Australia,27.802874743326488,1,6.0
2933,158,23,3,9.0,11,3,3,3,4.0,58,+20.009,5661996.0,,,,,1,2000,1,1,2000-03-12,1975-06-30,German,Williams,Australia,24.700889801505816,1,4.0
2934,158,35,16,22.0,8,4,4,4,3.0,58,+44.447,5686434.0,,,,,1,2000,1,1,2000-03-12,1971-04-09,Canadian,BAR,Australia,28.92539356605065,1,3.0
2935,158,21,22,11.0,9,5,5,5,2.0,58,+45.165,5687152.0,,,,,1,2000,1,1,2000-03-12,1973-01-14,Italian,Benetton,Australia,27.156741957563312,1,2.0
2936,158,41,16,23.0,16,6,6,6,1.0,58,+46.468,5688455.0,,,,,1,2000,1,1,2000-03-12,1976-03-23,Brazilian,BAR,Australia,23.969883641341546,1,1.0
2937,158,25,22,12.0,14,7,7,7,0.0,58,+46.915,5688902.0,,,,,1,2000,1,1,2000-03-12,1974-02-15,Austrian,Benetton,Australia,26.069815195071868,1,0.0
2938,158,48,18,20.0,18,8,8,8,0.0,57,,,,,,,11,2000,1,1,2000-03-12,1974-03-29,Spanish,Minardi,Australia,25.95482546201232,1,0.0
2939,158,2,20,15.0,15,9,9,9,0.0,56,,,,,,,12,2000,1,1,2000-03-12,1977-05-10,German,Prost,Australia,22.83915126625599,1,0.0
2940,158,63,15,17.0,10,,D,10,0.0,58,,,,,,,2,2000,1,1,2000-03-12,1966-11-30,Finnish,Sauber,Australia,33.281314168377826,0,0.0
2941,158,18,3,10.0,21,,R,11,0.0,46,,,,,,,5,2000,1,1,2000-03-12,1980-01-19,British,Williams,Australia,20.145106091718002,0,0.0
2942,158,64,15,16.0,19,,R,12,0.0,41,,,,,,,7,2000,1,1,2000-03-12,1970-05-22,Brazilian,Sauber,Australia,29.806981519507186,0,0.0
2943,158,60,18,21.0,22,,R,13,0.0,40,,,,,,,6,2000,1,1,2000-03-12,1975-05-08,Argentine,Minardi,Australia,24.84599589322382,0,0.0
2944,158,49,17,5.0,5,,R,14,0.0,39,,,,,,,9,2000,1,1,2000-03-12,1967-05-18,German,Jordan,Australia,32.818617385352496,0,0.0
2945,158,15,17,6.0,6,,R,15,0.0,35,,,,,,,5,2000,1,1,2000-03-12,1974-07-13,Italian,Jordan,Australia,25.66461327857632,0,0.0
2946,158,55,20,14.0,17,,R,16,0.0,27,,,,,,,9,2000,1,1,2000-03-12,1964-06-11,French,Prost,Australia,35.75085557837098,0,0.0
2947,158,57,1,1.0,1,,R,17,0.0,18,,,,,,,5,2000,1,1,2000-03-12,1968-09-28,Finnish,McLaren,Australia,31.45242984257358,0,0.0
2948,158,50,21,19.0,13,,R,18,0.0,16,,,,,,,22,2000,1,1,2000-03-12,1972-03-04,Dutch,Arrows,Australia,28.021902806297057,0,0.0
2949,158,14,1,2.0,2,,R,19,0.0,11,,,,,,,5,2000,1,1,2000-03-12,1971-03-27,British,McLaren,Australia,28.960985626283367,0,0.0
2950,158,37,21,18.0,12,,R,20,0.0,6,,,,,,,22,2000,1,1,2000-03-12,1971-02-24,Spanish,Arrows,Australia,29.045859000684462,0,0.0
2951,158,56,19,7.0,7,,R,21,0.0,6,,,,,,,20,2000,1,1,2000-03-12,1965-11-10,British,Jaguar,Australia,34.33538672142368,0,0.0
2952,158,65,19,8.0,20,,R,22,0.0,1,,,,,,,8,2000,1,1,2000-03-12,1964-06-25,British,Jaguar,Australia,35.71252566735113,0,0.0
2953,159,30,6,3.0,3,1,1,1,10.0,71,1:31:35.271,5495271.0,,,,,1,2000,2,18,2000-03-26,1969-01-03,German,Ferrari,Brazil,31.225188227241617,1,10.0
2954,159,21,22,11.0,5,2,2,2,6.0,71,+39.898,5535169.0,,,,,1,2000,2,18,2000-03-26,1973-01-14,Italian,Benetton,Brazil,27.195071868583163,1,6.0
2955,159,49,17,5.0,7,3,3,3,4.0,71,+42.268,5537539.0,,,,,1,2000,2,18,2000-03-26,1967-05-18,German,Jordan,Brazil,32.85694729637235,1,4.0
2956,159,15,17,6.0,12,4,4,4,3.0,71,+1:12.780,5568051.0,,,,,1,2000,2,18,2000-03-26,1974-07-13,Italian,Jordan,Brazil,25.702943189596166,1,3.0
2957,159,23,3,9.0,11,5,5,5,2.0,70,,,,,,,11,2000,2,18,2000-03-26,1975-06-30,German,Williams,Brazil,24.739219712525667,1,2.0
2958,159,18,3,10.0,9,6,6,6,1.0,70,,,,,,,11,2000,2,18,2000-03-26,1980-01-19,British,Williams,Brazil,20.18343600273785,1,1.0
